id,genre_ids,title,rating,release,ogLanguage,overview
228205,"[18, 10749]",The Longest Ride,7.6,2015-04-10,en,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.
40623,"[12, 16, 35, 10751, 14]",A Town Called Panic,7.6,2009-12-16,fr,"Cowboy and Indian's only wish was to come up with a brilliant idea for Mr Horse's birthday, but when their plan ends up in utter disaster, they'll need to travel the world and back to make things right again."
17431,"[878, 18]",Moon,7.6,2009-06-12,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone."
483184,"[80, 18, 53]",Dogman,7.6,2019-04-12,it,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance."
544510,"[35, 36]","Cyrano, My Love",7.6,2019-10-18,fr,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word."
31512,"[35, 18, 10402]",Memories of Matsuko,7.6,2007-07-07,ja,"While combing through the belongings of his recently deceased aunt, Matsuko, nephew Sho pieces together the crucial events that sank Matsuko's life into a despairing tragedy."
2013,[18],The Diving Bell and the Butterfly,7.6,2007-11-30,fr,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind."
198375,"[16, 18, 10749]",The Garden of Words,7.6,2013-08-06,ja,"Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches..."
39452,[99],Exit Through the Gift Shop,7.6,2010-01-24,en,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner."
644089,[18],Blue Bayou,7.6,2021-09-17,en,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home."
523977,"[18, 10752, 10749]",Summerland,7.6,2020-07-31,en,A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.
38757,"[16, 10751]",Tangled,7.6,2010-11-24,en,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs."
13354,"[10751, 35, 16, 12, 9648]","Chill Out, Scooby-Doo!",7.6,2007-09-04,en,"The gang's vacation to Paris takes a wrong turn when Scooby and Shaggy miss their flight and end up on a skydiving expedition in the Himalayas. To make matters worse, upon arrival they must outrun the Abominable Snowmonster."
4982,"[18, 80]",American Gangster,7.6,2007-11-02,en,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story."
283587,"[18, 10752]",Beasts of No Nation,7.6,2015-10-16,en,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination."
9081,[16],Waking Life,7.6,2001-10-19,en,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life."
481848,"[12, 10751, 18]",The Call of the Wild,7.6,2020-02-21,en,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master."
469019,"[99, 35]","Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.6,2017-11-17,en,Offbeat documentarian Chris Smith provides a behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon.
246741,"[35, 27]",What We Do in the Shadows,7.6,2015-02-13,en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.
10950,[18],I Am Sam,7.6,2001-12-28,en,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family."
467062,"[99, 10770]",Spielberg,7.6,2017-10-05,en,"A documentary on the life and career of one of the most influential film directors of all time, Steven Spielberg."
11194,"[99, 28, 12]",Touching the Void,7.6,2003-09-05,en,"The true story of Joe Simpson and Simon Yates' disastrous and nearly-fatal mountain climb of 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985."
111083,"[53, 9648]",The Body,7.6,2017-01-28,es,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman."
15302,[99],The Pixar Story,7.6,2007-08-28,en,"A look at the first years of Pixar Animation Studios - from the success of ""Toy Story"" and Pixar's promotion of talented people, to the building of its East Bay campus, the company's relationship with Disney, and its remarkable initial string of eight hits. The contributions of John Lasseter, Ed Catmull and Steve Jobs are profiled. The decline of two-dimensional animation is chronicled as three-dimensional animation rises. Hard work and creativity seem to share the screen in equal proportions."
1430,[99],Bowling for Columbine,7.6,2002-10-11,en,"This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence."
216156,[18],Still Life,7.6,2014-05-18,en,A council case worker looks for the relatives of those found dead and alone.
818647,"[10749, 18]",Through My Window,7.6,2022-02-04,es,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections."
57158,"[14, 12, 28]",The Hobbit: The Desolation of Smaug,7.6,2013-12-13,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug."
529203,"[16, 10751, 12, 14, 35]",The Croods: A New Age,7.6,2020-11-25,en,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together."
507569,"[28, 12, 14, 16]",The Seven Deadly Sins: Prisoners of the Sky,7.6,2018-08-18,ja,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace."
225745,"[878, 16, 18]",Steins;Gate: The Movie - Load Region of Déjà Vu,7.6,2017-03-28,ja,"One year after the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back."
11190,[18],The Return,7.6,2003-07-07,ru,A story of two Russian boys whose father suddenly returns home after a 12-year absence. He takes the boys on a holiday to a remote island on a lake that turns into a test of manhood of almost mythic proportions.
874300,"[16, 35, 10770]",South Park: Post COVID: The Return of COVID,7.6,2021-12-16,en,"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. But traveling back to the past seems to be the easy answer until they meet Victor Chaos."
264660,"[18, 878]",Ex Machina,7.6,2015-04-10,en,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl."
456929,"[18, 35]",Champions,7.6,2018-06-01,es,"A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships."
41066,"[10751, 16, 9648]",Professor Layton and the Eternal Diva,7.6,2010-12-31,ja,"Spinning off from the popular Professor Layton puzzle games, this movie brings Layton and his trusty assistant Luke to the big screen to allow fans to enjoy more of the same. At the beginning of the film Layton receives a letter from the famed opera singer, Jenice Kaitly, inviting them to see her newest performance. She also asks Layton, Luke, and Remi for assistance in a mystery, saying her friend Melina went missing one year ago but returned later as a seven year old girl saying she had found the secret of eternal life. Naturally, the case fascinates Layton and his apprentices, so they head to the Crown Petone opera house. When they arrive, something is very strange: the pianist, Ozro Vislar talks of a game, and the winner will win the ""eternal life."" It is up to Layton, Luke, and Remi to solve the mystery of the Eternal Diva before it is too late."
329865,"[18, 878, 9648]",Arrival,7.6,2016-11-11,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
277834,"[12, 35, 10751, 16]",Moana,7.6,2016-11-23,en,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right."
118406,"[16, 14, 28]",Road to Ninja: Naruto the Movie,7.6,2019-09-01,ja,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions."
5708,[18],Control,7.6,2007-10-10,en,"The story of Joy Division’s lead singer Ian Curtis, from his schoolboy days in 1973 to his suicide on the eve of the band's first American tour in 1980."
4922,"[18, 14, 10749]",The Curious Case of Benjamin Button,7.6,2008-12-25,en,"I was born under unusual circumstances. And so begins The Curious Case of Benjamin Button, adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans, from the end of World War I in 1918 into the 21st century, following his journey that is as unusual as any man's life can be. Benjamin Button, is a grand tale of a not-so-ordinary man and the people and places he discovers along the way, the loves he finds, the joys of life and the sadness of death, and what lasts beyond time."
338,"[35, 18]",Good Bye Lenin!,7.6,2003-02-09,de,Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.
319076,[99],Listen to Me Marlon,7.6,2015-07-29,en,"With exclusive access to his extraordinary unseen and unheard personal archive including hundreds of hours of audio recorded over the course of his life, this is the definitive Marlon Brando cinema documentary. Charting his exceptional career as an actor and his extraordinary life away from the stage and screen with Brando himself as your guide, the film will fully explore the complexities of the man by telling the story uniquely from Marlon's perspective, entirely in his own voice. No talking heads, no interviewees, just Brando on Brando and life."
74308,[18],Detachment,7.6,2012-03-16,en,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment."
459151,"[16, 35, 12, 10751]",The Boss Baby: Family Business,7.6,2021-07-02,en,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.
301528,"[10751, 12, 16, 35, 14, 18]",Toy Story 4,7.6,2019-06-21,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy."
64690,"[18, 53, 80]",Drive,7.6,2011-09-16,en,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery."
11516,[99],Winged Migration,7.6,2003-04-18,fr,"The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go"
624479,"[878, 28, 12]",Superman II: The Richard Donner Cut,7.6,2006-11-02,en,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth."
366170,"[12, 16]",Yu-Gi-Oh!: The Dark Side of Dimensions,7.6,2017-01-27,ja,Yugi and Kaiba have a special duel that transcends dimensions.
737802,[18],Dad Wanted,7.6,2020-09-11,es,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.
564147,"[28, 18]",K.G.F: Chapter 1,7.6,2018-12-20,kn,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people."
472516,"[18, 16, 10749, 35]",The Moment You Fall in Love,7.6,2017-06-06,ja,"Following Natsuki Enomoto's confession rehearsals with Yuu Setoguchi, their younger siblings Kotarou and Hina struggle to confess their own love. Despite a disastrous first meeting in middle school with her upperclassman Koyuki Ayase, Hina’s heart is captured by his warm smile. Initially confused by these newfound feelings, Hina soon realizes that she has fallen in love for the very first time.  Chasing after her brother Yuu and her crush Koyuki, Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching, and they entangle Hina and her friends. Boisterous but sensitive, Hina hopes to confess her feelings to the tender-hearted Koyuki. Meanwhile, Kotarou, oblivious to his own feelings for her, is determined to always keep Hina smiling.  This movie follows Hina, Kotarou, and Koyuki in high school. Their youthful love forges new relationships, but also threatens to break others."
80215,[99],Indie Game: The Movie,7.6,2012-05-18,en,"Follows the dramatic journeys of video game developers as they create and release their games to the world. It's about making video games, but at its core, it's about the creative process, and exposing yourself through your work."
451657,"[18, 53]",Custody,7.6,2017-10-18,fr,"In the midst of a divorce, Miriam Besson decides to ask for exclusive custody of her son, in order to protect him from a father that she is accusing of violence. The judge-in-charge of the file grants a shared custody to the father whom it considers abused. Taken as a hostage between his parents, Julien Besson will do everything to prevent the worst from happening."
442065,"[10752, 18]",The Last Full Measure,7.6,2020-01-24,en,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman."
431580,"[10751, 16, 12, 35]",Abominable,7.6,2019-09-27,en,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake."
360404,"[16, 10751, 10402]","Monster High: Boo York, Boo York",7.6,2015-10-19,en,"It's fright lights, big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and, of course, she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera, Cleo's sister, uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York, Boo York, the first-ever Monster High musical, featuring eight original songs."
449406,"[16, 10751, 35]",Vivo,7.6,2021-07-30,en,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
308369,"[35, 18]",Me and Earl and the Dying Girl,7.6,2015-06-12,en,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia."
71859,"[18, 53]",We Need to Talk About Kevin,7.6,2011-12-09,en,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager."
10946,[99],Earth,7.6,2007-04-22,en,"From the acclaimed team that brought you BBC's visual feast ""Planet Earth,"" this feature length film incorporates some of the same footage from the series with all new scenes following three remarkable, yet sadly endangered, families of animal across the globe."
283984,"[28, 16, 18, 14, 10749]",Fate/stay night: Heaven's Feel I. Presage Flower,7.6,2017-11-17,ja,"Shiro Emiya is a young magus who attends Homurahara Academy in Fuyuki City. One day after cleaning the Archery Dojo in his school, he catches a glimpse of a fight between superhuman beings, and he gets involved in the Holy Grail War, a ritual where magi called Masters fight each other with their Servants to win the Holy Grail. Shiro joins the battle to stop an evildoer from winning the Grail and to save innocent people, but everything goes wrong when a mysterious ""Shadow"" begins to indiscriminately kill people in Fuyuki..."
109424,"[28, 18, 53]",Captain Phillips,7.6,2013-10-11,en,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
382748,"[35, 18, 10749, 10751]",Stargirl,7.6,2020-03-10,en,"Leo Borlock is an average student at Mica High School. He gets decent grades, is a member of the school's marching band and has always been content flying under the radar. But all that changes when he meets Stargirl Caraway, a confident and colorful new student with a penchant for the ukulele, who stands out in a crowd. She is kind, finds magic in the mundane and touches the lives of others with the simplest of gestures. Her eccentricities and infectious personality charm Leo and the student body, and she quickly goes from being ignored and ridiculed to accepted and praised, then back again, sending Leo on a rollercoaster ride of emotions."
76341,"[28, 12, 878]",Mad Max: Fury Road,7.6,2015-05-15,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
375262,"[18, 35, 53]",The Favourite,7.6,2018-11-23,en,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite."
8342,"[18, 28, 36]",No Man's Land,7.6,2001-10-01,bs,"Two soldiers from opposite sites get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?"
876716,"[16, 35, 10751, 14]",Ciao Alberto,7.5,2021-11-12,en,"With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo – the imposing, tattooed, one-armed fisherman of few words – who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done."
19460,"[35, 18, 10749]",Son of the Bride,7.6,2002-03-22,es,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time with their daughter and he has yet to make a commitment to his girlfriend. At his lowest point, a minor heart attack reunites him with Juan Carlos, a childhood friend, who helps Rafael to reconstruct his past."
11688,"[12, 16, 35, 10751, 14]",The Emperor's New Groove,7.5,2000-12-15,en,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership."
586940,"[16, 18, 14]",I Lost My Body,7.5,2019-10-19,fr,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again."
451915,[18],Beautiful Boy,7.5,2018-10-12,en,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine."
92499,"[27, 10749, 35]",Spellbound,7.5,2011-12-16,ko,A magician meets a weird girl and offers her to work together in his magic show. It's only until a year later that he starts to know her personally and develops a feeling towards her despite her own problems.
367215,"[99, 80]",The Fear of 13,7.5,2015-10-15,en,"After 23 years on Death Row a convicted murderer petitions the court asking to be executed, but as his story unfolds, it becomes clear that nothing is what it seems."
83389,"[16, 18]",From Up on Poppy Hill,7.5,2012-11-16,ja,"A group of Yokohama students fight to save their school's clubhouse from the wrecking ball during preparations for the 1964 Tokyo Olympic Games. While working there, Umi and Shun gradually become attracted to each other but have to face a sudden trial. Even so, they keep going without fleeing the difficulties of reality."
4550,"[18, 53]",Sympathy for Lady Vengeance,7.5,2005-09-30,ko,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?"
616,"[18, 28, 10752, 36]",The Last Samurai,7.5,2003-12-05,en,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist."
530079,"[16, 10749, 35, 18, 14]",Ride Your Wave,7.5,2020-02-19,ja,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love. Just as they become inseparable, Minato loses his life in an accident at sea. Hinako is so distraught that she can no longer even look at the ocean, but one day she sings a song that reminds her of their time together, and Minato appears in the water. From then on, she can summon him in any watery surface as soon as she sings their song, but can the two really remain together forever? And what is the real reason for Minato's sudden reappearance?"
617653,"[28, 18, 36]",The Last Duel,7.5,2021-10-15,en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel."
543033,"[16, 28, 53, 80]","Ruben Brandt, Collector",7.5,2019-02-15,hu,Psychotherapist Ruben Brandt becomes the most wanted criminal in the world when he and four of his patients steal paintings from the world's most renowned museums and art collections.
673595,"[16, 35, 10751, 10749]",Maggie Simpson in Playdate with Destiny,7.5,2020-03-06,en,"It seemed like just another day at the park for Maggie Simpson. But when Maggie faces playground peril, a heroic young baby whisks her from danger and steals her heart."
706860,"[16, 35, 18, 14, 10751, 10749]",Out,7.5,2020-05-22,en,"On an average day, Greg's life is filled with family, love and a rambunctious little dog - but despite all of this, Greg has a secret. Today is different, though. With some help from his precocious pup, and a little bit of magic, Greg might learn that he has nothing to hide."
503919,"[18, 14, 53, 27]",The Lighthouse,7.5,2019-10-18,en,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.
487558,"[35, 80, 18, 36]",BlacKkKlansman,7.5,2018-08-10,en,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan."
4638,"[80, 28, 35]",Hot Fuzz,7.5,2007-04-20,en,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village."
921,"[10749, 18, 36]",Cinderella Man,7.5,2005-06-02,en,"The true story of boxer Jim Braddock who, in the 1920s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state."
451048,"[28, 12, 14]",Jungle Cruise,7.5,2021-07-30,en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine."
475888,"[10749, 18]",Tell It to the Bees,7.5,2019-05-03,en,"Dr. Jean Markham returns to the town she left as a teenager to take over her late father's medical practice. When a school-yard scuffle lands Charlie in her surgery, she invites him to visit the hives in her garden and tell his secrets to the bees, as she once did. The new friendship between the boy and the bee keeper brings his mother Lydia into Jean's world."
470878,"[10402, 18]",I Can Only Imagine,7.5,2018-03-16,en,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father, but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up.."
382614,"[18, 80, 53]",The Book of Henry,7.5,2017-06-16,en,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands."
11421,"[18, 35]",C.R.A.Z.Y.,7.5,2022-06-03,fr,"A story of two love affairs. A father's love for his five sons. And one son's love for his father, a love so strong it compels him to live a lie. That son is Zac Beaulieu, born on the 25th of December 1960, different from all his brothers, but desperate to fit in. During the next 20 years, life takes Zac on a surprising and unexpected journey that ultimately leads him to accept his true nature and, even more importantly, leads his father to love him for who he really is."
1579,"[28, 18, 53, 36]",Apocalypto,7.5,2006-12-08,en,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life."
582014,"[53, 80, 18]",Promising Young Woman,7.5,2020-12-25,en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
1954,"[878, 53]",The Butterfly Effect,7.5,2004-01-23,en,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences."
645886,"[18, 80]",The Unforgivable,7.5,2021-11-24,en,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.
47909,[18],Poetry,7.5,2011-02-11,ko,"Grandmother Mi Ja works part-time as a caretaker, and struggles to raise a teen grandson by herself. Despite her tough situation, she speaks softly, dresses fashionably, and approaches the world with child-like curiosity. Enrolling in a poetry class, she endeavors to capture life in verse form, but her simple dream of completing a poem is stalled by the early signs of Alzheimer's disease and the heavy financial and emotional burden of her grandson's shocking wrongdoing."
15999,"[16, 14, 27, 28]",Vampire Hunter D: Bloodlust,7.5,2001-09-28,ja,"D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time."
